StationId,Datetime,AQI,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3
DL022,2020-06-25 01:00:00,55.0,20.5,45.5,0.62,7.83,4.67,23.27,,1.85,14.82
DL022,2020-06-25 02:00:00,54.0,22.0,45.5,0.48,8.2,4.75,23.48,,4.65,12.65
DL022,2020-06-25 03:00:00,54.0,23.0,52.5,1.1,13.1,7.9,22.15,,4.15,7.62
DL022,2020-06-25 04:00:00,138.0,26.0,51.5,0.78,11.4,6.68,21.43,5.05,2.23,7.27
DL022,2020-06-25 05:00:00,138.0,24.5,43.0,0.68,7.25,4.45,21.35,3.48,1.28,6.8
DL022,2020-06-25 06:00:00,138.0,23.5,39.5,2.33,10.95,7.75,21.45,2.52,1.25,3.82
DL022,2020-06-25 07:00:00,138.0,35.5,46.0,0.93,10.03,6.07,22.73,3.08,0.77,5.07
DL022,2020-06-25 08:00:00,144.0,30.5,42.5,0.95,5.78,3.83,22.3,5.55,5.6,14.38
DL022,2020-06-25 09:00:00,144.0,13.5,30.5,0.68,3.98,2.47,19.9,5.55,9.12,18.95
DL022,2020-06-25 10:00:00,152.0,15.0,23.5,0.6,3.3,1.9,18.58,6.15,10.0,21.2
DL022,2020-06-25 11:00:00,161.0,13.5,24.5,0.1,3.08,1.6,18.85,6.88,8.43,24.23
DL022,2020-06-25 12:00:00,161.0,14.0,32.5,0.78,2.88,2.12,19.75,5.43,6.93,31.65
DL022,2020-06-25 13:00:00,161.0,13.0,41.0,0.37,2.33,1.52,21.1,4.06,4.95,27.35
DL022,2020-06-25 14:00:00,161.0,11.0,40.0,1.05,1.83,1.8,21.88,0.02,4.35,27.3
DL022,2020-06-25 15:00:00,161.0,13.0,34.0,,,,,,,
DL022,2020-06-25 16:00:00,161.0,13.0,34.0,0.3,5.47,3.08,21.15,0.0,11.8,24.7
DL022,2020-06-25 17:00:00,161.0,11.0,52.0,0.28,7.03,3.75,22.08,4.53,11.47,23.95
DL022,2020-06-25 18:00:00,161.0,12.0,48.5,0.2,5.45,2.88,21.73,5.33,13.1,25.48
DL022,2020-06-25 19:00:00,164.0,14.5,51.5,,5.83,2.72,20.67,7.15,13.4,26.2
DL022,2020-06-25 20:00:00,164.0,24.5,98.5,0.15,8.93,4.73,20.65,7.1,13.82,20.95
DL022,2020-06-25 21:00:00,164.0,34.5,106.5,0.7,10.6,5.72,20.72,5.95,9.18,15.6
DL022,2020-06-25 22:00:00,164.0,37.0,108.5,1.0,12.88,6.83,21.77,6.55,4.35,11.85
DL022,2020-06-25 23:00:00,164.0,39.0,111.0,1.0,10.88,6.5,22.48,5.45,4.88,10.2
DL022,2020-06-26 00:00:00,164.0,49.5,85.0,0.35,11.05,6.05,23.38,5.88,3.03,6.72
DL022,2020-06-26 01:00:00,164.0,52.0,90.0,1.12,13.38,8.03,22.8,6.7,5.03,4.82
DL022,2020-06-26 02:00:00,164.0,42.5,86.0,0.72,11.15,6.53,23.6,2.21,9.3,5.5
DL022,2020-06-26 03:00:00,164.0,42.0,92.5,,13.75,6.65,23.45,0.02,8.05,6.0
DL022,2020-06-26 04:00:00,159.0,49.5,115.0,1.08,21.8,12.32,23.43,0.01,5.95,4.35
DL022,2020-06-26 05:00:00,159.0,59.5,126.5,1.67,23.27,13.75,23.38,0.01,3.05,2.47
DL022,2020-06-26 06:00:00,159.0,61.5,121.5,4.12,21.1,14.57,24.2,0.02,3.6,1.8
DL022,2020-06-26 07:00:00,159.0,61.0,118.5,9.6,22.95,20.02,25.02,0.01,3.88,2.47
DL022,2020-06-26 08:00:00,159.0,85.0,133.0,3.12,29.57,18.28,27.6,2.46,4.47,9.2
DL022,2020-06-26 09:00:00,106.0,87.5,147.0,0.72,25.3,14.05,26.85,2.28,7.3,15.53
DL022,2020-06-26 10:00:00,106.0,68.0,136.0,0.68,11.8,6.85,24.45,0.01,10.78,23.25
DL022,2020-06-26 11:00:00,106.0,43.0,138.0,0.92,7.0,4.45,21.57,0.02,9.12,18.18
DL022,2020-06-26 12:00:00,106.0,15.0,94.5,0.32,4.45,2.52,18.57,0.02,10.0,16.57
DL022,2020-06-26 13:00:00,106.0,4.5,38.0,0.88,2.98,2.3,20.1,0.0,9.9,13.18
DL022,2020-06-26 14:00:00,106.0,3.0,38.0,1.2,2.23,2.18,25.4,0.0,9.07,19.32
DL022,2020-06-26 15:00:00,106.0,24.0,68.0,1.15,2.1,1.9,24.27,0.0,6.82,16.8
DL022,2020-06-26 16:00:00,104.0,23.5,74.5,1.27,1.68,1.95,25.3,0.0,7.43,22.53
DL022,2020-06-26 17:00:00,108.0,26.5,92.0,0.75,2.65,2.08,26.18,2.61,10.65,22.27
DL022,2020-06-26 18:00:00,140.0,30.5,104.5,1.35,3.35,2.9,22.17,5.2,4.25,22.3
DL022,2020-06-26 19:00:00,156.0,28.0,109.0,0.35,4.68,2.62,20.58,6.5,6.8,23.15
DL022,2020-06-26 20:00:00,158.0,27.0,110.0,0.38,4.6,2.65,19.65,6.65,6.1,20.68
DL022,2020-06-26 21:00:00,158.0,34.0,120.0,0.48,6.38,3.73,19.02,2.25,4.92,15.33
DL022,2020-06-26 22:00:00,158.0,36.5,127.5,0.1,7.88,4.2,20.23,2.35,2.35,12.93
DL022,2020-06-26 23:00:00,158.0,34.5,126.5,0.85,9.15,5.53,21.45,2.73,0.55,9.97
DL022,2020-06-27 00:00:00,158.0,40.0,124.0,0.75,10.4,6.12,22.8,3.62,0.42,8.6
DL022,2020-06-27 01:00:00,158.0,34.0,111.5,0.75,12.62,7.33,22.85,2.04,2.75,7.75
DL022,2020-06-27 02:00:00,158.0,25.5,89.5,0.4,12.52,6.8,25.93,0.01,3.2,7.15
DL022,2020-06-27 03:00:00,158.0,25.0,72.0,1.65,15.2,9.4,23.15,0.02,1.7,3.0
DL022,2020-06-27 04:00:00,120.0,28.0,75.0,1.23,14.2,8.62,24.1,0.02,3.6,4.25
DL022,2020-06-27 05:00:00,120.0,31.0,78.5,1.35,14.55,8.12,22.23,0.02,0.45,4.75
DL022,2020-06-27 06:00:00,120.0,23.0,72.5,0.7,10.88,6.33,23.12,0.02,,4.97
DL022,2020-06-27 07:00:00,120.0,15.0,71.5,1.2,11.68,7.22,24.05,0.02,1.1,5.45
DL022,2020-06-27 08:00:00,100.0,21.5,79.0,0.4,11.98,6.7,26.75,0.02,1.15,8.95
DL022,2020-06-27 09:00:00,93.0,29.0,80.5,0.4,8.97,4.7,24.58,0.02,4.88,11.45
DL022,2020-06-27 10:00:00,91.0,28.0,86.5,0.1,6.97,3.5,22.55,0.03,14.15,12.8
DL022,2020-06-27 11:00:00,90.0,27.0,106.5,,4.97,2.17,21.3,0.03,14.28,13.5
DL022,2020-06-27 12:00:00,92.0,22.5,145.5,0.3,2.88,1.75,21.85,0.02,10.52,14.68
DL022,2020-06-27 13:00:00,97.0,25.0,171.0,0.3,2.1,0.95,21.25,0.02,13.12,18.92
DL022,2020-06-27 14:00:00,102.0,30.0,168.0,0.57,2.35,1.73,24.85,0.03,11.3,19.98
DL022,2020-06-27 15:00:00,105.0,32.0,178.0,0.85,1.2,1.3,25.82,0.7,15.2,22.38
DL022,2020-06-27 16:00:00,111.0,39.5,294.5,0.85,1.27,1.38,26.02,1.15,10.2,24.77
DL022,2020-06-27 17:00:00,116.0,37.0,272.0,0.32,3.25,1.82,25.05,0.85,7.72,21.02
DL022,2020-06-27 18:00:00,117.0,29.0,144.0,0.28,4.18,2.47,26.77,0.2,4.15,19.68
DL022,2020-06-27 19:00:00,118.0,46.0,129.0,0.62,6.4,3.9,24.3,2.53,7.47,17.27
DL022,2020-06-27 20:00:00,155.0,42.5,138.0,0.5,8.85,4.68,22.25,6.38,5.3,14.22
DL022,2020-06-27 21:00:00,155.0,44.5,183.0,0.78,9.47,5.67,21.1,6.35,9.65,11.15
DL022,2020-06-27 22:00:00,155.0,51.5,225.5,1.4,15.53,9.4,22.95,4.75,7.03,6.35
DL022,2020-06-27 23:00:00,155.0,52.5,235.5,4.98,20.08,14.7,23.27,6.18,7.18,2.95
DL022,2020-06-28 00:00:00,155.0,55.5,245.5,10.52,23.17,20.88,24.18,4.61,6.07,2.1
DL022,2020-06-28 01:00:00,155.0,47.5,250.5,8.38,24.35,19.8,24.27,3.66,4.7,1.48
DL022,2020-06-28 02:00:00,186.0,41.0,254.5,3.97,27.83,18.02,26.28,8.85,10.7,2.25
DL022,2020-06-28 03:00:00,186.0,46.0,275.0,8.4,28.8,22.2,22.3,8.8,8.2,1.3
DL022,2020-06-28 04:00:00,186.0,46.5,294.0,11.4,26.1,23.17,24.38,5.85,7.92,1.65
DL022,2020-06-28 05:00:00,186.0,50.0,308.0,11.33,26.03,23.1,23.9,2.48,7.45,1.42
DL022,2020-06-28 06:00:00,186.0,56.0,332.0,15.97,26.05,26.88,25.62,2.41,7.0,1.27
DL022,2020-06-28 07:00:00,186.0,53.0,269.5,13.57,23.47,23.58,24.57,6.55,5.7,1.6
DL022,2020-06-28 08:00:00,186.0,32.0,144.5,1.7,12.4,8.0,24.83,0.01,8.03,4.47
DL022,2020-06-28 09:00:00,186.0,17.0,106.5,0.65,8.45,5.0,22.9,2.06,10.88,7.75
DL022,2020-06-28 10:00:00,185.0,22.0,161.0,0.27,5.0,2.83,21.38,2.38,9.77,11.62
DL022,2020-06-28 11:00:00,176.0,28.5,217.5,0.65,3.0,1.8,21.98,0.01,10.68,12.7
DL022,2020-06-28 12:00:00,179.0,30.5,246.5,0.3,1.82,1.07,23.1,2.18,7.47,17.27
DL022,2020-06-28 13:00:00,183.0,35.0,302.5,0.75,2.48,1.95,19.98,0.01,11.2,23.25
DL022,2020-06-28 14:00:00,191.0,46.0,472.5,0.5,1.67,1.05,20.25,0.01,8.62,19.75
DL022,2020-06-28 15:00:00,203.0,53.0,562.0,0.65,1.6,0.88,20.68,,5.65,19.62
DL022,2020-06-28 16:00:00,211.0,53.0,491.5,1.02,0.95,1.32,22.05,,4.83,19.7
DL022,2020-06-28 17:00:00,219.0,54.5,477.5,0.3,1.52,0.88,25.93,,5.42,20.73
DL022,2020-06-28 18:00:00,234.0,57.5,501.5,0.45,1.77,1.2,25.8,,6.65,21.05
DL022,2020-06-28 19:00:00,250.0,59.0,495.0,0.48,2.35,1.65,25.8,1.35,6.47,20.62
DL022,2020-06-28 20:00:00,263.0,60.5,451.5,0.97,3.8,2.83,24.62,1.1,8.43,16.9
DL022,2020-06-28 21:00:00,272.0,63.0,405.0,0.8,8.78,5.12,21.2,,10.78,11.18
DL022,2020-06-28 22:00:00,278.0,59.5,370.5,0.45,15.2,8.3,22.43,0.9,8.38,6.9
DL022,2020-06-28 23:00:00,284.0,63.5,382.5,5.0,21.65,15.57,23.58,2.1,11.23,2.83
DL022,2020-06-29 00:00:00,289.0,64.5,358.0,1.8,15.0,9.45,24.4,,10.25,3.5
DL022,2020-06-29 01:00:00,290.0,59.5,288.0,2.27,15.4,10.05,23.73,,10.1,2.55
DL022,2020-06-29 02:00:00,290.0,57.0,244.0,3.15,17.45,11.85,24.38,0.0,14.3,3.1
DL022,2020-06-29 03:00:00,288.0,49.0,224.5,0.25,12.05,6.6,19.85,,17.55,4.75
DL022,2020-06-29 04:00:00,283.0,36.5,178.5,0.97,13.3,7.53,19.25,,13.8,2.9
DL022,2020-06-29 05:00:00,275.0,24.5,118.0,0.2,8.55,4.7,18.65,,13.0,2.32
DL022,2020-06-29 06:00:00,266.0,29.0,112.0,0.3,9.38,4.88,20.5,,11.2,2.45
DL022,2020-06-29 07:00:00,261.0,44.0,148.5,2.08,13.5,8.85,22.25,0.1,10.38,1.4
DL022,2020-06-29 08:00:00,261.0,38.0,137.5,0.8,8.25,4.92,23.57,,10.45,5.3
DL022,2020-06-29 09:00:00,260.0,16.5,90.0,0.33,3.43,2.03,21.6,,8.05,9.78
DL022,2020-06-29 10:00:00,258.0,14.5,111.5,0.7,1.95,1.4,20.52,0.05,10.78,12.93
DL022,2020-06-29 11:00:00,255.0,21.0,151.0,0.68,2.45,1.85,21.17,,9.22,15.07
DL022,2020-06-29 12:00:00,253.0,29.0,203.0,0.72,1.98,1.62,22.45,,9.35,16.38
DL022,2020-06-29 13:00:00,252.0,40.0,269.0,0.7,2.62,1.97,19.25,,12.5,21.0
DL022,2020-06-29 14:00:00,246.0,50.5,322.5,0.43,2.45,1.67,18.68,,12.88,25.27
DL022,2020-06-29 15:00:00,237.0,54.5,347.5,0.23,2.83,1.6,18.52,4.12,14.1,30.98
DL022,2020-06-29 16:00:00,231.0,51.5,347.5,1.0,1.43,1.15,20.43,5.53,12.08,29.6
DL022,2020-06-29 17:00:00,224.0,42.5,317.0,0.5,2.85,1.65,25.73,6.55,14.05,42.0
DL022,2020-06-29 18:00:00,215.0,34.0,289.0,0.25,5.15,2.95,27.25,7.2,15.05,56.35
DL022,2020-06-29 19:00:00,206.0,34.0,289.0,0.65,8.5,5.0,25.35,1.15,12.0,38.65
DL022,2020-06-29 20:00:00,194.0,12.0,67.0,0.85,13.62,7.33,18.55,4.15,14.07,32.27
DL022,2020-06-29 21:00:00,184.0,14.0,54.5,0.2,21.48,10.57,18.3,,3.08,18.9
DL022,2020-06-29 22:00:00,175.0,18.0,61.5,0.48,18.07,10.0,19.27,,1.0,19.6
DL022,2020-06-29 23:00:00,167.0,,81.0,0.95,15.55,9.05,20.35,0.0,1.2,18.82
DL022,2020-06-30 00:00:00,165.0,14.0,52.0,1.05,10.7,6.5,19.6,,6.85,23.67
DL022,2020-06-30 01:00:00,165.0,19.5,54.0,0.77,11.8,6.92,21.08,,6.23,21.75
DL022,2020-06-30 02:00:00,147.0,24.0,59.0,,15.65,7.88,22.6,,4.55,19.05
DL022,2020-06-30 03:00:00,142.0,20.0,63.0,0.3,16.75,9.0,18.75,,6.75,18.55
DL022,2020-06-30 04:00:00,139.0,18.5,61.0,0.4,14.95,7.85,18.93,,8.97,20.98
DL022,2020-06-30 05:00:00,137.0,20.0,52.0,0.3,15.1,8.18,18.4,,10.03,18.65
DL022,2020-06-30 06:00:00,135.0,22.5,49.0,0.55,11.75,6.65,18.7,,9.5,18.98
DL022,2020-06-30 07:00:00,133.0,30.0,61.0,0.6,10.28,5.82,19.83,,7.75,16.15
DL022,2020-06-30 08:00:00,131.0,38.0,72.0,0.75,11.25,6.58,21.2,,10.1,17.15
DL022,2020-06-30 09:00:00,131.0,41.5,72.0,0.5,11.2,6.38,22.12,,3.3,18.77
DL022,2020-06-30 10:00:00,129.0,32.0,63.0,0.3,9.2,4.92,19.8,0.04,4.12,28.97
DL022,2020-06-30 11:00:00,127.0,26.5,59.5,,9.15,4.52,19.02,0.04,5.1,32.7
DL022,2020-06-30 12:00:00,123.0,32.5,70.5,0.12,7.92,4.35,20.15,0.04,4.95,44.95
DL022,2020-06-30 13:00:00,118.0,32.5,78.0,0.4,7.12,4.05,19.95,0.04,5.4,60.35
DL022,2020-06-30 14:00:00,112.0,32.5,105.0,0.2,5.83,3.12,19.98,0.04,6.0,65.35
DL022,2020-06-30 15:00:00,105.0,35.0,113.0,0.47,7.27,4.17,21.2,,8.32,65.45
DL022,2020-06-30 16:00:00,97.0,37.5,97.0,0.4,7.97,4.55,21.17,1.3,8.5,76.6
DL022,2020-06-30 17:00:00,89.0,37.5,107.0,0.53,7.85,4.5,24.55,0.1,4.62,73.32
DL022,2020-06-30 18:00:00,81.0,36.0,113.5,0.53,7.4,4.35,24.68,0.9,3.78,74.17
DL022,2020-06-30 19:00:00,77.0,38.0,115.5,,7.72,3.83,23.62,,3.38,66.2
DL022,2020-06-30 20:00:00,77.0,37.5,120.0,0.9,7.83,4.88,22.15,,3.17,56.15
DL022,2020-06-30 21:00:00,120.0,38.5,142.0,0.53,9.93,5.7,20.02,3.6,8.88,43.12
DL022,2020-06-30 22:00:00,120.0,43.0,145.5,0.2,10.45,5.42,19.27,2.5,10.4,35.88
DL022,2020-06-30 23:00:00,120.0,43.0,127.0,0.47,9.45,5.4,20.55,2.62,9.1,32.75
DL022,2020-07-01 00:00:00,120.0,46.0,123.0,0.32,8.85,4.92,21.12,3.55,7.72,30.38
DL023,2020-06-24 01:00:00,88.0,34.25,79.75,27.27,38.67,42.95,18.07,1.77,1.68,13.23
DL023,2020-06-24 02:00:00,88.0,34.25,78.75,4.72,12.78,10.65,19.92,1.6,1.2,11.9
DL023,2020-06-24 03:00:00,88.0,22.25,48.5,5.4,29.15,19.95,18.5,1.75,0.5,13.97
DL023,2020-06-24 04:00:00,88.0,20.5,46.5,6.92,32.5,20.8,16.95,1.62,0.9,9.15
DL023,2020-06-24 05:00:00,88.0,25.5,67.0,3.88,22.77,15.27,17.1,1.42,1.38,11.98
DL023,2020-06-24 06:00:00,88.0,36.0,80.5,8.78,26.6,21.12,17.62,1.38,1.52,11.53
DL023,2020-06-24 07:00:00,88.0,39.5,91.25,17.38,28.47,29.48,18.15,1.45,2.15,10.7
DL023,2020-06-24 08:00:00,88.0,47.25,105.0,17.02,24.6,27.02,18.2,1.55,2.17,13.12
DL023,2020-06-24 09:00:00,88.0,40.75,88.75,13.02,24.65,23.88,18.12,1.58,1.77,13.7
DL023,2020-06-24 10:00:00,88.0,44.25,84.5,8.43,27.73,21.45,18.2,1.5,1.95,14.67
DL023,2020-06-24 11:00:00,81.0,39.5,87.25,6.93,23.68,18.1,18.2,1.25,1.92,15.88
DL023,2020-06-24 12:00:00,79.0,40.5,100.25,4.53,16.68,12.53,17.8,1.1,1.38,12.75
DL023,2020-06-24 13:00:00,79.0,33.25,81.5,7.0,14.98,13.8,16.73,1.02,0.6,12.97
DL023,2020-06-24 14:00:00,79.0,16.0,25.75,18.28,31.58,31.85,16.52,1.0,1.23,15.57
DL023,2020-06-24 15:00:00,79.0,16.5,35.5,25.58,40.77,43.0,16.85,1.18,0.55,11.73
DL023,2020-06-24 16:00:00,79.0,19.5,43.0,16.68,38.4,34.27,16.35,1.12,0.93,15.52
DL023,2020-06-24 17:00:00,75.0,27.0,61.75,4.25,21.1,14.68,16.82,1.25,0.8,18.12
DL023,2020-06-24 18:00:00,72.0,36.0,89.5,4.72,24.93,17.0,17.28,1.38,1.57,16.83
DL023,2020-06-24 19:00:00,73.0,33.75,79.75,3.6,19.75,13.47,16.72,1.4,1.27,14.78
DL023,2020-06-24 20:00:00,73.0,25.75,62.75,6.47,30.5,21.68,16.62,1.45,1.0,14.3
DL023,2020-06-24 21:00:00,74.0,24.0,63.5,2.33,27.68,16.6,16.75,1.48,0.92,15.3
DL023,2020-06-24 22:00:00,74.0,34.25,90.25,2.85,26.5,16.43,17.42,1.48,1.58,15.38
DL023,2020-06-24 23:00:00,75.0,44.25,119.75,11.4,34.85,27.8,17.8,1.5,1.75,14.6
DL023,2020-06-25 00:00:00,81.0,38.5,91.75,3.15,29.62,18.33,17.88,1.62,0.93,14.35
DL023,2020-06-25 01:00:00,101.0,47.75,106.75,8.15,36.2,25.98,18.85,2.08,0.65,15.05
DL023,2020-06-25 02:00:00,101.0,55.25,129.75,5.45,39.73,25.55,21.45,1.98,0.67,7.4
DL023,2020-06-25 03:00:00,112.0,64.0,146.5,29.4,44.9,48.2,21.8,3.0,0.4,14.93
DL023,2020-06-25 04:00:00,112.0,72.0,169.25,14.65,42.35,34.48,19.9,2.5,0.85,14.6
DL023,2020-06-25 05:00:00,112.0,76.0,161.75,22.6,37.75,38.53,19.45,2.02,1.35,14.82
DL023,2020-06-25 06:00:00,112.0,66.75,155.0,11.15,31.62,25.93,19.3,1.98,0.78,13.75
DL023,2020-06-25 07:00:00,112.0,54.5,121.5,8.98,26.55,21.4,19.52,1.92,0.7,13.38
DL023,2020-06-25 08:00:00,112.0,45.25,99.0,5.22,19.9,14.85,18.98,1.9,0.68,14.0
DL023,2020-06-25 09:00:00,112.0,38.75,89.0,3.35,18.52,12.6,17.93,1.88,1.15,16.57
DL023,2020-06-25 10:00:00,112.0,34.0,81.5,2.48,16.2,10.6,17.62,1.8,0.1,18.62
DL023,2020-06-25 11:00:00,106.0,30.0,68.5,2.08,12.32,8.25,17.68,2.03,0.35,19.02
DL023,2020-06-25 12:00:00,102.0,24.5,62.0,1.25,9.15,5.9,19.88,2.2,,20.75
DL023,2020-06-25 13:00:00,106.0,20.0,47.25,2.25,12.15,8.32,17.45,2.45,0.35,14.15
DL023,2020-06-25 14:00:00,106.0,26.5,67.5,2.55,10.55,7.72,16.95,1.55,0.72,16.3
DL023,2020-06-25 15:00:00,106.0,37.75,129.25,2.3,16.02,10.4,16.68,1.65,1.8,14.9
DL023,2020-06-25 16:00:00,106.0,76.75,304.0,14.5,39.65,32.88,16.62,2.15,1.6,9.7
DL023,2020-06-25 17:00:00,106.0,25.5,70.5,4.05,19.25,13.52,16.18,1.7,1.25,16.3
DL023,2020-06-25 18:00:00,106.0,32.25,89.0,2.65,30.55,18.4,16.88,1.73,2.43,18.85
DL023,2020-06-25 19:00:00,107.0,48.0,138.0,2.02,34.92,20.22,17.6,1.85,1.58,18.15
DL023,2020-06-25 20:00:00,109.0,47.75,131.5,2.55,36.77,21.62,17.88,1.9,1.93,16.83
DL023,2020-06-25 21:00:00,111.0,48.25,131.0,3.58,42.77,25.68,17.88,2.1,1.73,12.47
DL023,2020-06-25 22:00:00,112.0,51.0,129.5,8.73,51.85,34.55,17.62,1.88,0.68,9.62
DL023,2020-06-25 23:00:00,112.0,49.0,119.0,11.03,57.52,39.55,18.12,1.98,1.12,12.4
DL023,2020-06-26 00:00:00,113.0,50.5,127.25,12.8,53.25,38.85,17.97,2.15,2.18,13.62
DL023,2020-06-26 01:00:00,114.0,49.75,135.75,59.85,66.12,83.67,17.23,2.17,3.88,13.43
DL023,2020-06-26 02:00:00,115.0,58.75,158.0,10.7,32.2,25.83,19.48,2.2,4.22,5.3
DL023,2020-06-26 03:00:00,115.0,56.0,137.0,4.7,40.55,25.4,19.95,1.4,2.65,10.8
DL023,2020-06-26 04:00:00,114.0,66.5,161.25,13.8,42.47,33.8,18.88,1.55,2.92,12.77
DL023,2020-06-26 05:00:00,114.0,64.0,156.25,6.92,31.27,22.35,19.17,1.6,2.67,15.12
DL023,2020-06-26 06:00:00,114.0,68.25,161.75,33.88,34.65,45.7,19.4,1.45,2.5,15.68
DL023,2020-06-26 07:00:00,115.0,65.25,153.75,54.5,40.55,65.5,19.42,1.67,3.38,16.55
DL023,2020-06-26 08:00:00,118.0,77.5,181.75,21.57,45.48,41.7,20.25,1.65,3.35,20.95
DL023,2020-06-26 09:00:00,121.0,89.25,213.5,9.55,41.72,30.02,20.1,1.58,2.82,23.12
DL023,2020-06-26 10:00:00,124.0,71.75,178.75,3.7,24.42,16.0,19.45,1.5,2.83,23.55
DL023,2020-06-26 11:00:00,126.0,59.25,153.0,2.18,20.12,12.47,18.27,1.65,2.23,21.88
DL023,2020-06-26 12:00:00,128.0,50.0,129.25,3.45,16.5,11.6,17.38,1.77,1.82,17.78
DL023,2020-06-26 13:00:00,130.0,46.5,120.25,3.17,14.2,10.15,16.32,1.62,1.8,19.4
DL023,2020-06-26 14:00:00,131.0,41.25,106.75,2.27,12.2,8.35,16.05,1.57,1.9,19.6
DL023,2020-06-26 15:00:00,129.0,29.5,71.5,2.3,12.98,8.75,15.72,1.45,1.23,15.85
DL023,2020-06-26 16:00:00,123.0,26.75,67.5,2.38,12.45,8.55,15.55,2.15,1.88,13.23
DL023,2020-06-26 17:00:00,123.0,24.5,72.5,2.7,15.08,10.22,15.25,1.8,1.98,13.83
DL023,2020-06-26 18:00:00,123.0,30.5,85.25,2.6,14.45,9.78,15.33,1.23,1.68,15.2
DL023,2020-06-26 19:00:00,122.0,37.25,98.75,1.8,16.8,10.4,15.32,1.35,1.73,14.05
DL023,2020-06-26 20:00:00,121.0,44.75,124.25,3.2,34.23,20.82,15.43,1.68,2.55,11.7
DL023,2020-06-26 21:00:00,122.0,49.5,143.0,12.8,57.3,40.85,15.47,0.25,2.58,9.6
DL023,2020-06-26 22:00:00,122.0,54.75,151.5,8.1,36.08,25.93,15.38,0.8,2.2,8.68
DL023,2020-06-26 23:00:00,123.0,47.0,143.0,3.3,20.2,13.43,15.62,1.5,1.92,9.8
DL023,2020-06-27 00:00:00,123.0,44.0,119.25,2.45,17.45,11.28,16.25,1.35,2.88,11.95
DL023,2020-06-27 01:00:00,122.0,44.75,113.5,2.6,19.8,12.62,15.7,1.0,2.47,12.25
DL023,2020-06-27 02:00:00,121.0,48.5,126.0,2.88,20.67,13.38,18.65,,2.7,6.6
DL023,2020-06-27 03:00:00,121.0,51.25,137.0,2.5,22.65,12.9,19.1,,3.45,11.68
DL023,2020-06-27 04:00:00,121.0,49.25,130.0,3.55,24.55,15.93,17.82,,2.65,9.02
DL023,2020-06-27 05:00:00,120.0,55.5,137.0,5.0,26.15,17.98,17.23,1.0,2.7,8.75
DL023,2020-06-27 06:00:00,118.0,42.25,104.0,14.4,32.23,28.93,15.62,1.3,2.95,6.53
DL023,2020-06-27 07:00:00,116.0,34.5,82.0,12.98,31.65,27.4,15.45,1.02,3.35,7.0
DL023,2020-06-27 08:00:00,114.0,35.75,96.75,7.25,22.67,18.0,15.55,1.18,3.48,8.55
DL023,2020-06-27 09:00:00,111.0,35.0,95.0,4.7,20.17,14.57,15.32,0.7,2.8,11.0
DL023,2020-06-27 10:00:00,108.0,35.0,90.5,3.98,16.55,12.02,15.32,,2.08,12.07
DL023,2020-06-27 11:00:00,107.0,35.0,94.75,3.83,14.1,10.6,15.23,0.1,3.33,11.57
DL023,2020-06-27 12:00:00,107.0,40.0,139.0,2.55,11.5,8.18,15.23,0.75,2.53,11.82
DL023,2020-06-27 13:00:00,109.0,55.0,193.5,2.78,10.5,7.88,14.25,0.53,2.53,9.3
DL023,2020-06-27 14:00:00,111.0,54.5,193.5,2.42,9.67,7.12,15.57,0.78,2.45,13.1
DL023,2020-06-27 15:00:00,115.0,53.0,192.75,2.7,9.45,7.25,17.35,1.35,3.42,6.7
DL023,2020-06-27 16:00:00,119.0,,219.25,2.62,10.3,7.57,16.93,0.35,4.7,9.5
DL023,2020-06-27 17:00:00,125.0,44.0,288.75,2.45,10.78,7.73,14.83,0.2,4.12,8.05
DL023,2020-06-27 18:00:00,132.0,45.5,346.0,2.73,11.8,8.5,15.2,0.15,4.28,9.2
DL023,2020-06-27 19:00:00,138.0,51.5,322.75,2.1,16.02,10.22,15.25,0.33,4.2,9.95
DL023,2020-06-27 20:00:00,146.0,61.25,400.5,2.4,22.68,14.03,15.2,0.4,3.83,9.78
DL023,2020-06-27 21:00:00,155.0,77.25,448.25,3.8,33.85,21.05,15.75,0.5,5.12,10.03
DL023,2020-06-27 22:00:00,160.0,76.0,358.0,4.05,33.6,21.17,16.38,0.82,5.47,9.33
DL023,2020-06-27 23:00:00,163.0,70.75,243.5,4.6,36.83,23.4,16.93,0.78,14.08,9.82
DL023,2020-06-28 00:00:00,168.0,80.0,289.5,8.35,39.35,27.73,17.95,1.23,20.05,10.18
DL023,2020-06-28 01:00:00,175.0,101.25,387.5,15.7,36.38,32.17,16.88,1.8,13.57,10.68
DL023,2020-06-28 02:00:00,183.0,98.5,402.5,8.77,31.57,23.92,18.32,1.65,11.25,8.2
DL023,2020-06-28 03:00:00,189.0,84.5,359.25,5.3,27.5,18.95,17.2,0.9,10.1,10.3
DL023,2020-06-28 04:00:00,195.0,73.75,350.5,4.33,26.55,17.65,16.07,0.95,8.82,9.9
DL023,2020-06-28 05:00:00,202.0,74.0,346.0,3.55,28.25,17.9,15.7,0.85,7.65,9.58
DL023,2020-06-28 06:00:00,212.0,73.0,337.5,7.8,32.5,23.68,15.47,0.75,6.03,9.4
DL023,2020-06-28 07:00:00,222.0,61.5,334.25,12.45,31.0,26.52,15.75,0.82,6.82,9.82
