StationId,Datetime,AQI,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3
DL010,2020-06-30 03:00:00,163.0,27.5,76.75,2.1,19.4,12.1,12.0,0.6,4.2,49.7
DL010,2020-06-30 04:00:00,160.0,26.25,67.75,3.12,25.58,16.15,12.8,0.6,4.38,43.17
DL010,2020-06-30 05:00:00,158.0,18.25,52.75,3.9,29.68,19.0,13.88,0.6,4.5,37.25
DL010,2020-06-30 06:00:00,156.0,21.75,58.75,3.35,16.43,11.45,15.23,0.72,4.45,34.2
DL010,2020-06-30 07:00:00,155.0,30.5,71.0,5.83,16.3,13.43,15.78,0.8,5.65,29.85
DL010,2020-06-30 08:00:00,152.0,31.5,78.0,4.85,17.8,13.42,16.73,0.85,6.0,29.88
DL010,2020-06-30 09:00:00,151.0,36.5,101.5,5.92,18.48,14.68,16.7,0.9,5.9,37.6
DL010,2020-06-30 10:00:00,150.0,44.5,135.25,6.58,19.65,15.82,15.73,1.0,6.18,49.9
DL010,2020-06-30 11:00:00,149.0,43.5,129.0,4.65,16.08,12.35,14.57,0.85,5.12,67.0
DL010,2020-06-30 12:00:00,146.0,48.0,117.25,4.2,20.2,14.2,13.43,0.8,5.17,82.47
DL010,2020-06-30 13:00:00,142.0,46.5,116.75,4.65,23.52,16.33,12.73,0.8,5.15,97.05
DL010,2020-06-30 14:00:00,136.0,41.75,115.75,4.95,22.1,15.77,13.68,0.83,5.1,107.1
DL010,2020-06-30 15:00:00,131.0,39.75,122.5,3.0,17.98,12.0,14.3,0.8,5.4,117.2
DL010,2020-06-30 16:00:00,127.0,37.0,117.75,3.75,18.93,13.12,16.0,0.8,5.65,118.45
DL010,2020-06-30 17:00:00,127.0,40.0,125.0,4.8,22.35,15.83,17.05,0.88,5.83,114.15
DL010,2020-06-30 18:00:00,127.0,40.0,145.0,4.2,21.4,14.8,16.43,0.9,6.08,101.85
DL010,2020-06-30 19:00:00,127.0,39.75,135.0,3.3,23.12,14.97,14.55,0.85,4.45,87.4
DL010,2020-06-30 20:00:00,127.0,38.0,141.75,3.5,23.77,15.53,13.25,0.9,4.03,75.38
DL010,2020-06-30 21:00:00,127.0,35.75,143.25,3.23,23.35,15.05,13.3,0.9,3.73,68.92
DL010,2020-06-30 22:00:00,127.0,39.0,141.75,3.33,19.62,13.15,15.68,1.0,3.65,62.58
DL010,2020-06-30 23:00:00,127.0,41.5,143.25,2.9,22.65,14.43,17.18,0.95,5.2,57.9
DL010,2020-07-01 00:00:00,121.0,41.25,140.75,3.17,22.4,14.5,20.02,0.95,4.9,50.77
DL012,2020-06-24 01:00:00,70.0,36.95,80.78,3.14,15.6,18.74,,0.82,,43.32
DL012,2020-06-24 02:00:00,68.0,23.01,61.23,2.76,15.44,18.2,,0.83,,41.19
DL012,2020-06-24 03:00:00,68.0,28.6,71.62,3.36,17.11,20.48,,0.83,,22.13
DL012,2020-06-24 04:00:00,68.0,29.08,53.0,3.63,15.51,19.13,,0.83,,26.36
DL012,2020-06-24 05:00:00,69.0,32.39,62.17,3.76,14.68,18.44,,0.82,,14.08
DL012,2020-06-24 06:00:00,69.0,28.63,60.54,4.16,14.63,18.79,,0.81,,35.32
DL012,2020-06-24 07:00:00,70.0,24.34,68.48,5.56,15.3,20.87,,0.84,,43.36
DL012,2020-06-24 08:00:00,70.0,24.92,52.59,5.37,16.57,21.93,,0.84,,42.3
DL012,2020-06-24 09:00:00,70.0,20.96,55.79,5.12,19.34,24.46,,0.84,,19.57
DL012,2020-06-24 10:00:00,70.0,31.35,60.51,6.21,19.38,25.59,,0.83,,29.24
DL012,2020-06-24 11:00:00,70.0,31.59,83.43,6.49,21.02,27.51,,0.82,,33.78
DL012,2020-06-24 12:00:00,72.0,52.37,145.81,5.56,21.18,26.74,,0.82,,52.96
DL012,2020-06-24 13:00:00,74.0,43.06,138.13,6.21,19.75,25.96,,0.85,,59.15
DL012,2020-06-24 14:00:00,72.0,10.59,42.59,4.99,20.93,25.92,,0.85,,51.78
DL012,2020-06-24 15:00:00,70.0,6.43,32.96,4.42,21.86,26.29,,0.82,,33.15
DL012,2020-06-24 16:00:00,70.0,21.53,46.49,4.72,31.08,35.8,,0.83,,44.4
DL012,2020-06-24 17:00:00,71.0,29.49,71.96,5.17,19.56,24.72,,0.81,,43.64
DL012,2020-06-24 18:00:00,72.0,34.18,77.56,4.72,19.78,24.52,,0.81,,50.87
DL012,2020-06-24 19:00:00,72.0,34.94,78.05,4.83,21.09,25.91,,0.84,,56.56
DL012,2020-06-24 20:00:00,72.0,25.02,76.32,5.01,21.36,26.37,,0.85,,35.94
DL012,2020-06-24 21:00:00,72.0,29.05,74.51,4.73,19.83,24.56,,0.86,,30.36
DL012,2020-06-24 22:00:00,71.0,30.25,55.48,4.44,19.9,24.33,,0.83,,22.01
DL012,2020-06-24 23:00:00,71.0,25.12,65.37,4.0,18.09,22.1,,0.82,,30.3
DL012,2020-06-25 00:00:00,71.0,38.5,81.32,4.9,18.59,23.49,,0.86,,48.62
DL012,2020-06-25 01:00:00,71.0,38.75,91.67,4.44,18.34,22.78,,0.88,,42.73
DL012,2020-06-25 02:00:00,71.0,24.56,68.98,4.41,20.33,24.74,,0.89,,29.93
DL012,2020-06-25 03:00:00,71.0,29.98,60.08,4.97,19.29,24.25,,0.86,,13.73
DL012,2020-06-25 04:00:00,71.0,40.59,62.21,5.61,19.76,25.38,,0.85,,15.99
DL012,2020-06-25 05:00:00,71.0,30.66,55.24,5.69,19.2,24.87,,0.84,,30.93
DL012,2020-06-25 06:00:00,71.0,33.03,67.85,5.67,17.82,23.5,,0.88,,42.61
DL012,2020-06-25 07:00:00,71.0,22.25,56.99,10.34,20.83,31.19,,0.87,,44.01
DL012,2020-06-25 08:00:00,71.0,21.39,55.92,14.08,26.09,40.18,,0.89,,26.02
DL012,2020-06-25 09:00:00,71.0,27.22,61.92,10.86,26.96,37.83,,0.86,,24.73
DL012,2020-06-25 10:00:00,71.0,31.64,55.89,9.02,24.71,33.73,,0.85,,22.51
DL012,2020-06-25 11:00:00,70.0,23.23,53.04,7.53,25.93,33.46,,0.83,,34.11
DL012,2020-06-25 12:00:00,66.0,31.16,54.98,5.75,26.43,32.18,,0.82,,34.87
DL012,2020-06-25 13:00:00,63.0,32.27,63.91,4.3,24.17,28.46,,0.82,,44.97
DL012,2020-06-25 14:00:00,64.0,33.65,72.1,4.72,24.12,28.83,,0.82,,29.99
DL012,2020-06-25 15:00:00,69.0,34.15,153.99,3.87,18.77,22.62,,0.8,,37.98
DL012,2020-06-25 16:00:00,75.0,33.82,192.02,5.15,20.03,25.22,,0.79,,34.15
DL012,2020-06-25 17:00:00,75.0,18.46,56.1,5.14,22.45,27.56,,0.79,,52.98
DL012,2020-06-25 18:00:00,74.0,18.3,59.27,3.73,19.74,23.47,,0.81,,42.29
DL012,2020-06-25 19:00:00,74.0,24.13,73.52,3.2,19.48,22.69,,0.83,,43.44
DL012,2020-06-25 20:00:00,73.0,23.05,61.45,3.45,22.65,26.08,,0.83,,22.12
DL012,2020-06-25 21:00:00,72.0,17.41,50.98,3.8,23.45,27.28,,0.83,,34.12
DL012,2020-06-25 22:00:00,74.0,40.26,95.67,5.39,27.29,32.67,,0.85,,28.69
DL012,2020-06-25 23:00:00,75.0,37.32,88.55,6.21,23.82,30.05,,0.87,,47.16
DL012,2020-06-26 00:00:00,76.0,40.11,118.64,12.85,29.41,42.25,,0.9,,60.86
DL012,2020-06-26 01:00:00,77.0,34.62,105.46,9.87,28.19,38.08,,0.97,,50.45
DL012,2020-06-26 02:00:00,78.0,47.79,100.81,12.29,29.45,41.73,,0.98,,43.81
DL012,2020-06-26 03:00:00,80.0,48.89,92.93,12.59,27.24,39.83,,1.0,,32.51
DL012,2020-06-26 04:00:00,81.0,50.92,100.81,16.55,28.92,45.47,,1.0,,38.97
DL012,2020-06-26 05:00:00,84.0,66.71,129.57,16.13,26.62,42.76,,1.01,,72.67
DL012,2020-06-26 06:00:00,89.0,82.89,172.33,22.06,28.07,50.14,,1.05,,83.32
DL012,2020-06-26 07:00:00,92.0,68.36,147.93,15.96,26.58,42.52,,1.08,,58.27
DL012,2020-06-26 08:00:00,94.0,57.82,101.07,13.37,23.95,37.31,,1.07,,57.27
DL012,2020-06-26 09:00:00,96.0,54.41,91.45,12.19,25.0,37.2,,1.04,,37.76
DL012,2020-06-26 10:00:00,98.0,56.33,111.54,9.18,26.51,35.68,,1.03,,50.99
DL012,2020-06-26 11:00:00,101.0,58.33,141.3,6.63,24.35,30.97,,1.01,,70.29
DL012,2020-06-26 12:00:00,104.0,52.75,153.22,5.78,19.92,25.69,,0.98,,59.88
DL012,2020-06-26 13:00:00,103.0,9.02,27.58,5.42,19.15,24.58,,0.95,,34.37
DL012,2020-06-26 14:00:00,102.0,15.37,58.61,6.08,31.12,37.18,,0.89,,23.9
DL012,2020-06-26 15:00:00,100.0,20.8,61.43,5.32,18.22,23.55,,0.85,,29.82
DL012,2020-06-26 16:00:00,99.0,28.8,186.6,4.77,17.52,22.29,,0.82,,36.47
DL012,2020-06-26 17:00:00,102.0,25.33,126.01,3.99,16.23,20.21,,0.81,,57.25
DL012,2020-06-26 18:00:00,103.0,27.01,105.99,3.98,15.97,19.95,,0.81,,53.88
DL012,2020-06-26 19:00:00,104.0,22.4,99.4,3.86,15.78,19.64,,0.8,,41.67
DL012,2020-06-26 20:00:00,105.0,21.48,97.34,4.07,14.96,19.03,,0.77,,28.3
DL012,2020-06-26 21:00:00,106.0,22.88,106.42,4.91,16.19,21.1,,0.76,,20.6
DL012,2020-06-26 22:00:00,107.0,31.68,117.41,7.34,18.17,25.51,,0.76,,37.88
DL012,2020-06-26 23:00:00,108.0,28.76,117.25,5.89,18.58,24.47,,0.8,,56.93
DL012,2020-06-27 00:00:00,108.0,26.97,123.05,7.4,20.68,28.08,,0.81,,67.45
DL012,2020-06-27 01:00:00,108.0,19.79,104.95,7.56,22.39,29.95,,0.81,,34.22
DL012,2020-06-27 02:00:00,107.0,21.17,63.02,6.73,20.29,27.02,,0.78,,10.55
DL012,2020-06-27 03:00:00,106.0,23.57,66.73,6.68,17.5,24.18,,0.77,,11.28
DL012,2020-06-27 04:00:00,105.0,29.29,76.24,7.96,19.78,27.74,,0.75,,28.47
DL012,2020-06-27 05:00:00,104.0,30.45,88.36,7.78,23.42,31.2,,0.76,,27.81
DL012,2020-06-27 06:00:00,101.0,35.66,69.55,9.44,26.11,35.55,,0.78,,41.9
DL012,2020-06-27 07:00:00,99.0,24.02,76.23,14.06,31.33,45.39,,0.78,,23.99
DL012,2020-06-27 08:00:00,98.0,21.54,84.41,17.52,31.86,49.38,,0.78,,18.28
DL012,2020-06-27 09:00:00,98.0,31.81,84.7,12.77,26.56,39.33,,0.79,,19.78
DL012,2020-06-27 10:00:00,97.0,33.15,85.52,11.92,22.49,34.41,,0.78,,32.24
DL012,2020-06-27 11:00:00,95.0,28.7,106.98,11.76,22.05,33.82,,0.77,,28.01
DL012,2020-06-27 12:00:00,94.0,22.51,127.07,9.38,22.58,31.96,,0.76,,22.49
DL012,2020-06-27 13:00:00,100.0,33.21,156.99,8.25,25.06,33.32,,0.74,,21.3
DL012,2020-06-27 14:00:00,102.0,33.28,152.49,6.97,26.52,33.5,,0.69,,29.71
DL012,2020-06-27 15:00:00,105.0,38.95,165.2,5.75,19.0,24.74,,0.67,,30.19
DL012,2020-06-27 16:00:00,105.0,37.83,178.77,4.55,16.37,20.92,,0.68,,38.55
DL012,2020-06-27 17:00:00,109.0,49.57,285.8,3.72,15.25,18.97,,0.68,,46.45
DL012,2020-06-27 18:00:00,111.0,26.54,168.46,4.29,17.13,21.42,,0.68,,22.35
DL012,2020-06-27 19:00:00,113.0,33.41,169.48,4.7,17.38,22.08,,0.68,,16.05
DL012,2020-06-27 20:00:00,116.0,32.42,192.0,5.84,18.23,24.07,,0.67,,21.3
DL012,2020-06-27 21:00:00,118.0,32.39,189.32,7.27,19.55,26.82,,0.67,,26.23
DL012,2020-06-27 22:00:00,122.0,49.7,245.96,7.53,19.77,27.29,,0.71,,36.69
DL012,2020-06-27 23:00:00,126.0,49.19,263.53,8.49,21.47,29.96,,0.73,,40.85
DL012,2020-06-28 00:00:00,130.0,48.44,278.02,8.34,22.91,31.26,,0.76,,33.32
DL012,2020-06-28 01:00:00,135.0,48.3,295.33,8.72,25.87,34.59,,0.77,,12.73
DL012,2020-06-28 02:00:00,142.0,49.48,305.48,12.37,28.24,40.6,,0.78,,18.52
DL012,2020-06-28 03:00:00,149.0,56.12,316.33,13.58,26.19,39.78,,0.79,,23.13
DL012,2020-06-28 04:00:00,156.0,52.88,314.12,14.89,24.66,39.54,,0.81,,42.46
DL012,2020-06-28 05:00:00,161.0,48.69,292.0,17.96,26.11,44.08,,0.82,,43.12
DL012,2020-06-28 06:00:00,168.0,52.39,300.07,17.19,27.55,44.74,,0.82,,26.41
DL012,2020-06-28 07:00:00,172.0,41.46,229.52,21.64,29.63,51.26,,0.83,,13.8
DL012,2020-06-28 08:00:00,173.0,18.74,115.33,21.69,27.04,48.74,,0.81,,15.01
DL012,2020-06-28 09:00:00,173.0,22.66,101.56,19.46,25.56,45.03,,0.78,,22.45
DL012,2020-06-28 10:00:00,175.0,29.93,142.96,18.07,25.75,43.82,,0.76,,22.71
DL012,2020-06-28 11:00:00,178.0,40.78,207.19,14.4,24.62,39.03,,0.77,,24.26
DL012,2020-06-28 12:00:00,180.0,37.63,229.74,10.92,23.08,34.0,,0.75,,20.7
DL012,2020-06-28 13:00:00,182.0,32.26,198.31,8.99,20.92,29.91,,0.73,,26.32
DL012,2020-06-28 14:00:00,185.0,39.76,281.91,7.36,18.87,26.23,,0.69,,28.3
DL012,2020-06-28 15:00:00,192.0,53.07,417.85,6.29,17.25,23.55,,0.66,,31.66
DL012,2020-06-28 16:00:00,199.0,52.07,411.08,6.14,17.23,23.37,,0.67,,28.65
DL012,2020-06-28 17:00:00,202.0,45.1,383.27,4.92,16.03,20.95,,0.67,,25.6
DL012,2020-06-28 18:00:00,212.0,44.78,417.36,5.35,17.91,23.26,,0.68,,18.49
DL012,2020-06-28 19:00:00,224.0,53.21,439.71,4.78,15.59,20.37,,0.65,,23.73
DL012,2020-06-28 20:00:00,233.0,60.36,415.68,5.26,17.14,22.4,,0.6,,17.28
DL012,2020-06-28 21:00:00,242.0,55.4,395.35,6.3,19.29,25.58,,0.64,,25.33
DL012,2020-06-28 22:00:00,247.0,58.45,371.16,7.29,20.57,27.86,,0.7,,20.22
DL012,2020-06-28 23:00:00,250.0,50.07,332.43,8.21,20.96,29.17,,0.73,,23.96
DL012,2020-06-29 00:00:00,249.0,40.03,254.92,9.56,23.22,32.77,,0.74,,17.19
DL012,2020-06-29 01:00:00,246.0,44.61,221.16,9.11,21.9,31.01,,0.74,,14.32
DL012,2020-06-29 02:00:00,240.0,38.57,182.05,9.39,21.69,31.09,,0.73,,11.27
DL012,2020-06-29 03:00:00,234.0,37.12,158.01,9.8,20.02,29.82,,0.71,,13.4
DL012,2020-06-29 04:00:00,226.0,26.33,135.97,8.06,17.4,25.46,,0.72,,14.75
DL012,2020-06-29 05:00:00,219.0,21.65,120.48,7.25,16.87,24.12,,0.72,,14.05
DL012,2020-06-29 06:00:00,211.0,17.87,97.15,8.83,19.4,28.23,,0.7,,12.66
DL012,2020-06-29 07:00:00,205.0,15.98,93.83,10.48,21.33,31.81,,0.72,,12.35
DL012,2020-06-29 08:00:00,207.0,20.47,167.03,11.21,22.07,33.28,,0.71,,16.4
DL012,2020-06-29 09:00:00,233.0,24.75,720.31,10.38,20.51,30.89,,0.71,,23.82
DL012,2020-06-29 10:00:00,232.0,25.22,126.25,9.72,20.91,30.63,,0.72,,23.08
DL012,2020-06-29 11:00:00,230.0,30.87,140.85,9.24,22.37,31.61,,0.71,,42.01
DL012,2020-06-29 12:00:00,227.0,32.27,167.56,6.45,21.52,27.96,,0.72,,66.54
DL012,2020-06-29 13:00:00,228.0,44.09,213.63,5.61,21.36,25.19,,0.63,,154.38
DL012,2020-06-29 14:00:00,227.0,60.17,263.75,5.77,25.2,9.79,,0.19,,32.6
DL012,2020-06-29 15:00:00,223.0,84.7,311.21,4.91,18.66,12.64,,0.31,,71.72
DL012,2020-06-29 16:00:00,216.0,61.6,246.11,5.37,20.89,26.27,,0.51,,82.49
DL012,2020-06-29 17:00:00,209.0,49.66,217.62,5.58,16.75,22.33,,0.5,,92.43
DL012,2020-06-29 18:00:00,201.0,48.69,219.97,4.9,17.41,22.31,,0.55,,91.79
DL012,2020-06-29 19:00:00,207.0,49.46,590.02,4.0,14.78,18.78,,0.37,,76.98
DL012,2020-06-29 20:00:00,197.0,5.42,146.17,3.5,17.66,21.16,,0.44,,67.23
DL012,2020-06-29 21:00:00,187.0,1.76,32.41,3.28,25.85,29.13,,0.57,,49.65
DL012,2020-06-29 22:00:00,178.0,13.52,55.93,3.93,19.43,23.36,,0.53,,57.52
DL012,2020-06-29 23:00:00,171.0,13.76,61.59,4.03,18.63,22.67,,0.48,,51.37
DL012,2020-06-30 00:00:00,165.0,10.39,58.05,3.07,18.52,21.59,,0.46,,52.05
DL012,2020-06-30 01:00:00,161.0,12.83,63.06,3.88,22.58,26.45,,0.47,,45.52
DL012,2020-06-30 02:00:00,158.0,23.01,78.52,3.54,20.62,24.15,,0.49,,50.98
DL012,2020-06-30 03:00:00,156.0,30.53,78.7,3.05,22.12,25.17,,0.48,,48.83
DL012,2020-06-30 04:00:00,154.0,14.29,56.64,2.44,20.41,22.85,,0.47,,47.85
DL012,2020-06-30 05:00:00,152.0,12.25,47.97,2.35,18.77,21.12,,0.48,,44.37
DL012,2020-06-30 06:00:00,150.0,16.93,59.59,3.59,19.4,22.98,,0.56,,40.65
DL012,2020-06-30 07:00:00,150.0,32.23,73.17,5.83,19.18,25.02,,0.59,,40.89
DL012,2020-06-30 08:00:00,147.0,37.97,68.09,5.51,17.88,23.39,,0.58,,43.87
DL012,2020-06-30 09:00:00,129.0,37.05,78.74,5.96,18.21,24.16,,0.61,,49.49
DL012,2020-06-30 10:00:00,128.0,40.32,84.31,5.59,17.47,23.06,,0.6,,63.97
DL012,2020-06-30 11:00:00,127.0,44.18,84.05,4.63,17.64,22.27,,0.57,,69.73
DL012,2020-06-30 12:00:00,124.0,37.53,87.17,4.46,17.69,22.16,,0.53,,89.31
DL012,2020-06-30 13:00:00,121.0,50.07,100.91,4.31,16.79,21.1,,0.54,,101.33
DL012,2020-06-30 14:00:00,123.0,46.02,101.2,3.29,14.06,17.35,,0.52,,115.45
DL012,2020-06-30 15:00:00,128.0,43.61,103.79,3.78,15.0,18.78,,0.55,,119.29
DL012,2020-06-30 16:00:00,133.0,46.27,97.47,3.47,15.88,19.35,,0.55,,122.58
DL012,2020-06-30 17:00:00,133.0,36.13,99.24,2.85,16.07,18.92,,0.53,,87.08
DL012,2020-06-30 18:00:00,133.0,43.17,114.38,4.77,19.85,24.62,,0.55,,74.63
DL012,2020-06-30 19:00:00,133.0,35.97,108.54,3.8,23.96,27.76,,0.55,,76.09
DL012,2020-06-30 20:00:00,133.0,37.66,111.76,3.82,18.47,22.29,,0.57,,77.68
DL012,2020-06-30 21:00:00,133.0,34.9,114.47,2.84,17.06,19.9,,0.65,,72.0
DL012,2020-06-30 22:00:00,133.0,34.92,114.16,2.85,19.65,22.5,,0.75,,61.38
DL012,2020-06-30 23:00:00,133.0,42.05,126.79,5.18,23.49,28.67,,0.77,,92.32
DL012,2020-07-01 00:00:00,92.0,46.95,133.48,3.09,22.08,25.18,,0.69,,27.31
DL013,2020-06-24 01:00:00,70.0,41.17,,3.08,11.82,8.66,31.89,1.41,7.03,
DL013,2020-06-24 02:00:00,70.0,32.9,,3.18,12.3,8.99,30.97,0.46,9.29,
DL013,2020-06-24 03:00:00,70.0,19.4,,3.48,13.23,9.71,30.41,0.56,7.14,
DL013,2020-06-24 04:00:00,70.0,13.05,,3.46,12.0,9.05,30.58,0.62,5.99,
DL013,2020-06-24 05:00:00,70.0,,,2.98,12.32,8.84,30.71,0.62,5.39,
DL013,2020-06-24 06:00:00,70.0,21.15,,3.62,13.77,10.11,29.96,0.44,5.73,
DL013,2020-06-24 07:00:00,70.0,31.08,,4.72,19.48,13.98,29.12,0.92,7.92,
DL013,2020-06-24 08:00:00,70.0,34.6,,4.21,17.57,12.56,31.04,1.12,6.84,
DL013,2020-06-24 09:00:00,56.0,34.0,,4.72,17.03,12.7,30.32,1.01,10.79,
DL013,2020-06-24 10:00:00,59.0,32.25,,4.57,17.77,12.96,30.91,1.18,11.46,
DL013,2020-06-24 11:00:00,64.0,27.62,,4.91,18.49,13.61,32.37,1.28,16.21,
DL013,2020-06-24 12:00:00,64.0,23.77,,4.52,18.91,13.52,29.79,1.03,11.05,
DL013,2020-06-24 13:00:00,64.0,17.57,,6.25,25.95,18.58,27.89,1.12,7.25,
DL013,2020-06-24 14:00:00,64.0,14.62,,6.44,22.34,16.84,29.48,0.7,5.37,
DL013,2020-06-24 15:00:00,64.0,16.45,,3.82,16.63,11.77,31.0,0.83,3.88,
DL013,2020-06-24 16:00:00,64.0,20.57,,3.51,14.48,10.39,31.13,0.83,3.41,
DL013,2020-06-24 17:00:00,64.0,28.12,,3.88,15.77,11.36,30.68,0.76,3.46,
DL013,2020-06-24 18:00:00,64.0,29.93,,3.72,16.49,11.61,29.82,0.63,2.72,
DL013,2020-06-24 19:00:00,56.0,22.27,,3.23,16.95,11.45,29.23,0.63,3.46,
DL013,2020-06-24 20:00:00,56.0,24.08,,3.33,22.88,14.64,29.4,0.84,4.01,
DL013,2020-06-24 21:00:00,44.0,14.28,,3.35,26.37,16.48,28.8,0.81,3.98,
DL013,2020-06-24 22:00:00,54.0,26.55,,4.58,30.08,19.41,27.46,1.07,3.54,
DL013,2020-06-24 23:00:00,54.0,58.92,,4.06,32.42,20.23,27.14,1.01,4.05,
DL013,2020-06-25 00:00:00,66.0,66.55,,4.62,31.85,20.37,29.32,1.31,3.98,
DL013,2020-06-25 01:00:00,66.0,71.05,,3.83,25.3,16.31,31.22,0.99,0.25,
DL013,2020-06-25 02:00:00,66.0,55.6,,4.14,23.98,15.87,31.13,0.66,0.25,
DL013,2020-06-25 03:00:00,66.0,49.47,,5.91,23.75,17.16,31.37,0.7,0.25,
DL013,2020-06-25 04:00:00,66.0,55.85,,5.52,26.7,18.39,30.29,0.66,2.02,
DL013,2020-06-25 05:00:00,66.0,34.42,,6.27,29.05,20.23,29.09,0.53,34.9,
DL013,2020-06-25 06:00:00,66.0,25.95,,6.91,29.26,20.85,27.31,1.11,19.86,
DL013,2020-06-25 07:00:00,66.0,27.15,,5.95,19.71,15.08,31.78,1.12,14.06,
DL013,2020-06-25 08:00:00,58.0,40.28,,7.24,24.17,18.45,29.32,1.16,11.09,
DL013,2020-06-25 09:00:00,62.0,43.33,,7.05,19.68,15.94,29.94,1.24,8.56,
DL013,2020-06-25 10:00:00,62.0,35.4,,6.07,20.44,15.68,30.61,0.91,8.51,
DL013,2020-06-25 11:00:00,62.0,,,4.2,17.71,12.63,32.2,0.89,5.61,
DL013,2020-06-25 12:00:00,62.0,51.1,,3.54,14.19,10.26,31.59,0.81,2.81,
DL013,2020-06-25 13:00:00,63.0,58.83,,3.14,11.38,8.47,31.58,0.51,3.75,
DL013,2020-06-25 14:00:00,65.0,41.03,,3.39,11.64,8.81,31.83,0.45,3.2,
DL013,2020-06-25 15:00:00,67.0,45.97,,3.13,11.15,8.34,31.89,0.48,1.94,
DL013,2020-06-25 16:00:00,69.0,48.52,,4.69,15.79,12.02,31.03,0.46,1.82,
DL013,2020-06-25 17:00:00,70.0,37.62,,6.35,28.94,20.23,33.26,0.72,2.98,
DL013,2020-06-25 18:00:00,72.0,55.83,,4.21,23.37,15.61,31.97,0.85,4.56,
DL013,2020-06-25 19:00:00,74.0,53.33,,3.72,18.1,12.46,31.72,0.79,0.85,
DL013,2020-06-25 20:00:00,77.0,65.8,,3.74,20.56,13.76,32.33,1.1,0.25,
DL013,2020-06-25 21:00:00,80.0,59.52,,3.29,20.14,13.17,32.74,1.16,0.27,
DL013,2020-06-25 22:00:00,82.0,45.35,,3.98,19.62,13.46,32.7,0.84,0.32,
DL013,2020-06-25 23:00:00,83.0,71.7,,3.68,20.36,13.61,32.86,0.83,0.25,
DL013,2020-06-26 00:00:00,81.0,,,,,,,,,
DL013,2020-06-26 01:00:00,83.0,93.0,,4.71,19.7,14.05,35.94,1.09,0.25,
DL013,2020-06-26 02:00:00,86.0,90.8,,3.47,18.37,12.12,,1.43,0.25,
DL013,2020-06-26 03:00:00,86.0,,,3.95,,,,,,
DL013,2020-06-26 04:00:00,85.0,,,,,,,,,
DL013,2020-06-26 05:00:00,87.0,,,,,,,,,
DL013,2020-06-26 06:00:00,89.0,,,,,,,,,
DL013,2020-06-26 07:00:00,93.0,69.5,,11.39,55.88,37.5,13.21,1.35,18.15,
DL013,2020-06-26 08:00:00,96.0,66.9,,6.96,34.15,23.45,23.64,1.31,9.02,
DL013,2020-06-26 09:00:00,98.0,64.08,,5.72,23.99,17.13,29.11,1.45,4.99,
DL013,2020-06-26 10:00:00,101.0,66.58,,4.65,18.9,13.61,33.8,1.13,3.57,
DL013,2020-06-26 11:00:00,102.0,65.55,,3.62,18.19,12.42,32.95,0.94,0.25,
DL013,2020-06-26 12:00:00,102.0,52.22,,3.44,18.77,12.58,31.94,0.82,0.25,
DL013,2020-06-26 13:00:00,101.0,55.08,,4.26,15.46,11.5,30.65,0.56,5.43,
DL013,2020-06-26 14:00:00,106.0,68.3,,3.58,13.28,9.81,31.03,0.4,4.41,
DL013,2020-06-26 15:00:00,110.0,65.38,,3.34,11.93,8.91,30.66,0.5,3.77,
DL013,2020-06-26 16:00:00,109.0,42.33,,3.43,11.43,8.73,31.32,0.34,2.92,
DL013,2020-06-26 17:00:00,107.0,29.02,,3.02,11.23,8.3,31.78,0.24,2.51,
DL013,2020-06-26 18:00:00,104.0,37.95,,3.25,13.4,9.61,31.25,0.41,3.07,
DL013,2020-06-26 19:00:00,101.0,35.42,,3.19,13.95,9.86,37.01,0.53,0.25,
DL013,2020-06-26 20:00:00,100.0,57.35,,3.2,16.18,11.02,32.33,0.66,0.25,
DL013,2020-06-26 21:00:00,98.0,40.58,,3.28,15.77,10.88,33.08,0.7,0.25,
DL013,2020-06-26 22:00:00,97.0,36.73,,4.97,48.1,29.16,14.92,0.53,0.25,
DL013,2020-06-26 23:00:00,95.0,51.92,,5.15,37.57,23.79,20.23,0.49,0.25,
DL013,2020-06-27 00:00:00,96.0,59.7,,3.71,19.92,13.39,27.68,0.27,0.25,
DL013,2020-06-27 01:00:00,93.0,58.7,,4.21,15.67,11.57,30.18,0.19,4.89,
DL013,2020-06-27 02:00:00,89.0,49.77,,3.65,14.22,10.37,32.05,0.25,5.24,
DL013,2020-06-27 03:00:00,88.0,41.25,,3.59,11.44,8.86,30.7,0.16,5.0,
DL013,2020-06-27 04:00:00,88.0,40.85,,3.61,12.58,9.48,31.23,0.16,5.08,
DL013,2020-06-27 05:00:00,87.0,46.45,,3.58,14.84,10.63,31.82,0.17,10.28,
DL013,2020-06-27 06:00:00,87.0,45.83,,5.31,19.17,14.29,32.68,0.33,8.07,
DL013,2020-06-27 07:00:00,86.0,59.52,,5.34,20.04,14.76,33.3,0.35,4.71,
DL013,2020-06-27 08:00:00,85.0,46.67,,7.94,19.82,16.73,31.91,0.52,4.5,
DL013,2020-06-27 09:00:00,83.0,46.05,,5.72,16.67,13.3,32.01,0.47,4.6,
DL013,2020-06-27 10:00:00,81.0,36.65,,4.37,14.28,10.97,31.44,0.41,4.97,
DL013,2020-06-27 11:00:00,79.0,35.42,,4.79,14.33,11.34,31.55,0.48,4.97,
